17:43:42:908|        1|        0|        0| 1|1|                                                                            Root node
17:43:42:908|        2|        0|        1| 1|1|                                                                            Some node
17:43:42:908|        3|        0|        2| 1|1|                                                                            Some node
17:43:42:908|        4|        0|        3| 1|1|                                                                            Some node
17:43:42:908|        5|        0|        4| 1|1|                                                                            Some node
17:43:42:908|        6|        0|        5| 1|1|                                                                            Some node
17:43:42:908|        7|        0|        6| 1|1|                                                                            Some node
17:43:42:908|        8|        0|        7| 1|1|                                                                            Some node
17:43:42:908|        9|        0|        8| 1|1|                                                                            Some node
17:43:42:908|       10|        0|        9| 1|1|                                                                            Some node
17:43:42:908|       11|        0|       10| 1|1|                                                                            Some node
17:43:42:908|       12|        0|        7| 2|1|                                                                            Some node
17:43:42:908|       13|        0|       12| 1|1|                                                                            Some node
17:43:42:908|       14|        0|       13| 1|1|                                                                            Some node
17:43:42:908|       15|        0|        6| 2|1|                                                                            Some node
17:43:42:908|       16|        0|       15| 1|1|                                                                            Some node
17:43:42:908|       17|        0|       16| 1|1|                                                                            Some node
17:43:42:908|       18|        0|       17| 1|1|                                                                            Some node
17:43:42:908|       19|        0|       18| 1|1|                                                                            Some node
17:43:42:908|       20|        0|       19| 1|1|                                                                            Some node
17:43:42:908|       21|        0|       20| 1|1|                                                                            Some node
17:43:42:908|       22|        0|       21| 1|1|                                                                            Some node
17:43:42:908|       23|        0|       22| 1|1|                                                                            Some node
17:43:42:908|       24|        0|       23| 1|1|                                                                            Some node
17:43:42:908|       25|        0|       19| 2|1|                                                                            Some node
17:43:42:908|       26|        0|       18| 2|1|                                                                            Some node
17:43:42:908|       27|        0|       26| 1|1|                                                                            Some node
17:43:42:908|       28|        0|       27| 1|1|                                                                            Some node
17:43:42:908|       29|        0|       16| 2|1|                                                                            Some node
17:43:42:908|       30|        0|       15| 2|1|                                                                            Some node
17:43:42:908|       31|        0|       30| 1|1|                                                                            Some node
17:43:42:908|       32|        0|       31| 1|1|                                                                            Some node
17:43:42:908|       33|        0|       32| 1|1|                                                                            Some node
17:43:42:908|       34|        0|       33| 1|1|                                                                            Some node
17:43:42:908|       35|        0|       34| 1|1|                                                                            Some node
17:43:42:908|       36|        0|       32| 2|1|                                                                            Some node
17:43:42:908|       37|        0|       32| 3|1|                                                                            Some node
17:43:42:908|       38|        0|       37| 1|1|                                                                            Some node
17:43:42:908|       39|        0|       38| 1|1|                                                                            Some node
17:43:42:908|       40|        0|       38| 2|1|                                                                            Some node
17:43:42:908|       41|        0|       37| 2|1|                                                                            Some node
17:43:42:908|       42|        0|       30| 2|1|                                                                            Some node
17:43:42:908|       43|        0|       42| 1|1|                                                                            Some node
17:43:42:908|       44|        0|       43| 1|1|                                                                            Some node
17:43:42:908|       45|        0|       44| 1|1|                                                                            Some node
17:43:42:908|       46|        0|       42| 2|1|                                                                            Some node
17:43:42:908|       47|        0|       46| 1|1|                                                                            Some node
17:43:42:908|       48|        0|       47| 1|1|                                                                            Some node
17:43:42:908|       49|        0|       46| 2|1|                                                                            Some node
17:43:42:908|       50|        0|       49| 1|1|                                                                            Some node
17:43:42:908|       51|        0|       50| 1|1|                                                                            Some node
17:43:42:908|       52|        0|        5| 2|1|                                                                            Some node
17:43:42:908|       53|        0|       52| 1|1|                                                                            Some node
17:43:42:908|       54|        0|       53| 1|1|                                                                            Some node
17:43:42:908|       55|        0|       54| 1|1|                                                                            Some node
17:43:42:908|       56|        0|       54| 2|1|                                                                            Some node
17:43:42:908|       57|        0|       56| 1|1|                                                                            Some node
17:43:42:908|       58|        0|       53| 2|1|                                                                            Some node
17:43:42:908|       59|        0|       58| 1|1|                                                                            Some node
17:43:42:908|       60|        0|        5| 3|1|                                                                            Some node
17:43:42:908|       61|        0|       60| 1|1|                                                                            Some node
17:43:42:908|       62|        0|       61| 1|1|                                                                            Some node
17:43:42:908|       63|        0|       62| 1|1|                                                                            Some node
17:43:42:908|       64|        0|       63| 1|1|                                                                            Some node
17:43:42:908|       65|        0|       64| 1|1|                                                                            Some node
17:43:42:908|       66|        0|       65| 1|1|                                                                            Some node
17:43:42:908|       67|        0|       65| 2|1|                                                                            Some node
17:43:42:908|       68|        0|       67| 1|1|                                                                            Some node
17:43:42:908|       69|        0|       67| 2|1|                                                                            Some node
17:43:42:908|       70|        0|       63| 2|1|                                                                            Some node
17:43:42:908|       71|        0|       70| 1|1|                                                                            Some node
17:43:42:908|       72|        0|       71| 1|1|                                                                            Some node
17:43:42:908|       73|        0|       72| 1|1|                                                                            Some node
17:43:42:908|       74|        0|       71| 2|1|                                                                            Some node
17:43:42:908|       75|        0|       74| 1|1|                                                                            Some node
17:43:42:908|       76|        0|       70| 2|1|                                                                            Some node
17:43:42:908|       77|        0|       76| 1|1|                                                                            Some node
17:43:42:908|       78|        0|       77| 1|1|                                                                            Some node
17:43:42:908|       79|        0|       77| 2|1|                                                                            Some node
17:43:42:908|       80|        0|       76| 2|1|                                                                            Some node
17:43:42:908|       81|        0|       80| 1|1|                                                                            Some node
17:43:42:908|       82|        0|       81| 1|1|                                                                            Some node
17:43:42:908|       83|        0|       80| 2|1|                                                                            Some node
17:43:42:908|       84|        0|       83| 1|1|                                                                            Some node
17:43:42:908|       85|        0|       61| 2|1|                                                                            Some node
17:43:42:908|       86|        0|       85| 1|1|                                                                            Some node
17:43:42:908|       87|        0|       85| 2|1|                                                                            Some node
17:43:42:908|       88|        0|       87| 1|1|                                                                            Some node
17:43:42:908|       89|        0|       88| 1|1|                                                                            Some node
17:43:42:908|       90|        0|       89| 1|1|                                                                            Some node
17:43:42:908|       91|        0|       89| 2|1|                                                                            Some node
17:43:42:908|       92|        0|       91| 1|1|                                                                            Some node
17:43:42:908|       93|        0|       91| 2|1|                                                                            Some node
17:43:42:908|       94|        0|       87| 2|1|                                                                            Some node
17:43:42:908|       95|        0|       94| 1|1|                                                                            Some node
17:43:42:908|       96|        0|       95| 1|1|                                                                            Some node
17:43:42:908|       97|        0|       96| 1|1|                                                                            Some node
17:43:42:908|       98|        0|       96| 2|1|                                                                            Some node
17:43:42:908|       99|        0|       98| 1|1|                                                                            Some node
17:43:42:908|      100|        0|       98| 2|1|                                                                            Some node
17:43:42:908|      101|        0|      100| 1|1|                                                                            Some node
17:43:42:908|      102|        0|      101| 1|1|                                                                            Some node
17:43:42:908|      103|        0|       60| 2|1|                                                                            Some node
17:43:42:908|      104|        0|      103| 1|1|                                                                            Some node
17:43:42:908|      105|        0|      104| 1|1|                                                                            Some node
17:43:42:908|      106|        0|      105| 1|1|                                                                            Some node
17:43:42:908|      107|        0|      106| 1|1|                                                                            Some node
17:43:42:908|      108|        0|      104| 2|1|                                                                            Some node
17:43:42:908|      109|        0|      108| 1|1|                                                                            Some node
17:43:42:908|      110|        0|      109| 1|1|                                                                            Some node
17:43:42:908|      111|        0|      110| 1|1|                                                                            Some node
17:43:42:908|      112|        0|      111| 1|1|                                                                            Some node
17:43:42:908|      113|        0|      111| 2|1|                                                                            Some node
17:43:42:908|      114|        0|      113| 1|1|                                                                            Some node
17:43:42:908|      115|        0|      110| 2|1|                                                                            Some node
17:43:42:908|      116|        0|      115| 1|1|                                                                            Some node
17:43:42:908|      117|        0|      109| 2|1|                                                                            Some node
17:43:42:908|      118|        0|      117| 1|1|                                                                            Some node
17:43:42:908|      119|        0|      118| 1|1|                                                                            Some node
17:43:42:908|      120|        0|      118| 2|1|                                                                            Some node
17:43:42:908|      121|        0|      120| 1|1|                                                                            Some node
17:43:42:908|      122|        0|      120| 2|1|                                                                            Some node
17:43:42:908|      123|        0|      108| 2|1|                                                                            Some node
17:43:42:908|      124|        0|      103| 2|1|                                                                            Some node
17:43:42:908|      125|        0|      124| 1|1|                                                                            Some node
17:43:42:908|      126|        0|      125| 1|1|                                                                            Some node
17:43:42:908|      127|        0|      126| 1|1|                                                                            Some node
17:43:42:908|      128|        0|        4| 2|1|                                                                            Some node
17:43:42:908|      129|        0|      128| 1|1|                                                                            Some node
17:43:42:908|      130|        0|      129| 1|1|                                                                            Some node
17:43:42:908|      131|        0|      130| 1|1|                                                                            Some node
17:43:42:908|      132|        0|      131| 1|1|                                                                            Some node
17:43:42:908|      133|        0|      132| 1|1|                                                                            Some node
17:43:42:908|      134|        0|      133| 1|1|                                                                            Some node
17:43:42:908|      135|        0|      132| 2|1|                                                                            Some node
17:43:42:908|      136|        0|      135| 1|1|                                                                            Some node
17:43:42:908|      137|        0|      136| 1|1|                                                                            Some node
17:43:42:908|      138|        0|      137| 1|1|                                                                            Some node
17:43:42:908|      139|        0|      138| 1|1|                                                                            Some node
17:43:42:908|      140|        0|      139| 1|1|                                                                            Some node
17:43:42:908|      141|        0|      140| 1|1|                                                                            Some node
17:43:42:908|      142|        0|      139| 2|1|                                                                            Some node
17:43:42:908|      143|        0|      142| 1|1|                                                                            Some node
17:43:42:908|      144|        0|      138| 2|1|                                                                            Some node
17:43:42:908|      145|        0|      144| 1|1|                                                                            Some node
17:43:42:908|      146|        0|      135| 2|1|                                                                            Some node
17:43:42:908|      147|        0|      146| 1|1|                                                                            Some node
17:43:42:908|      148|        0|      147| 1|1|                                                                            Some node
17:43:42:908|      149|        0|      148| 1|1|                                                                            Some node
17:43:42:908|      150|        0|      146| 2|1|                                                                            Some node
17:43:42:908|      151|        0|      150| 1|1|                                                                            Some node
17:43:42:908|      152|        0|      151| 1|1|                                                                            Some node
17:43:42:908|      153|        0|      150| 2|1|                                                                            Some node
17:43:42:908|      154|        0|      131| 2|1|                                                                            Some node
17:43:42:908|      155|        0|      130| 2|1|                                                                            Some node
17:43:42:908|      156|        0|      155| 1|1|                                                                            Some node
17:43:42:908|      157|        0|      156| 1|1|                                                                            Some node
17:43:42:908|      158|        0|      157| 1|1|                                                                            Some node
17:43:42:908|      159|        0|      158| 1|1|                                                                            Some node
17:43:42:908|      160|        0|      159| 1|1|                                                                            Some node
17:43:42:908|      161|        0|      158| 2|1|                                                                            Some node
17:43:42:908|      162|        0|      161| 1|1|                                                                            Some node
17:43:42:908|      163|        0|      162| 1|1|                                                                            Some node
17:43:42:908|      164|        0|      156| 2|1|                                                                            Some node
17:43:42:908|      165|        0|      164| 1|1|                                                                            Some node
17:43:42:908|      166|        0|      156| 3|1|                                                                            Some node
17:43:42:908|      167|        0|      166| 1|1|                                                                            Some node
17:43:42:908|      168|        0|      167| 1|1|                                                                            Some node
17:43:42:908|      169|        0|      167| 2|1|                                                                            Some node
17:43:42:908|      170|        0|      166| 2|1|                                                                            Some node
17:43:42:908|      171|        0|      155| 2|1|                                                                            Some node
17:43:42:908|      172|        0|      171| 1|1|                                                                            Some node
17:43:42:908|      173|        0|      128| 2|1|                                                                            Some node
17:43:42:908|      174|        0|      173| 1|1|                                                                            Some node
17:43:42:908|      175|        0|      174| 1|1|                                                                            Some node
17:43:42:908|      176|        0|      175| 1|1|                                                                            Some node
17:43:42:908|      177|        0|      176| 1|1|                                                                            Some node
17:43:42:908|      178|        0|      177| 1|1|                                                                            Some node
17:43:42:908|      179|        0|      178| 1|1|                                                                            Some node
17:43:42:908|      180|        0|      179| 1|1|                                                                            Some node
17:43:42:908|      181|        0|      177| 2|1|                                                                            Some node
17:43:42:908|      182|        0|      181| 1|1|                                                                            Some node
17:43:42:908|      183|        0|      181| 2|1|                                                                            Some node
17:43:42:908|      184|        0|      183| 1|1|                                                                            Some node
17:43:42:908|      185|        0|      184| 1|1|                                                                            Some node
17:43:42:908|      186|        0|      183| 2|1|                                                                            Some node
17:43:42:908|      187|        0|      186| 1|1|                                                                            Some node
17:43:42:908|      188|        0|      183| 3|1|                                                                            Some node
17:43:42:908|      189|        0|      188| 1|1|                                                                            Some node
17:43:42:908|      190|        0|      177| 3|1|                                                                            Some node
17:43:42:908|      191|        0|      190| 1|1|                                                                            Some node
17:43:42:908|      192|        0|      191| 1|1|                                                                            Some node
17:43:42:908|      193|        0|      192| 1|1|                                                                            Some node
17:43:42:908|      194|        0|      175| 2|1|                                                                            Some node
17:43:42:908|      195|        0|      194| 1|1|                                                                            Some node
17:43:42:908|      196|        0|      195| 1|1|                                                                            Some node
17:43:42:908|      197|        0|      195| 2|1|                                                                            Some node
17:43:42:908|      198|        0|      197| 1|1|                                                                            Some node
17:43:42:908|      199|        0|      198| 1|1|                                                                            Some node
17:43:42:908|      200|        0|      199| 1|1|                                                                            Some node
17:43:42:908|      201|        0|      195| 3|1|                                                                            Some node
17:43:42:908|      202|        0|      201| 1|1|                                                                            Some node
17:43:42:908|      203|        0|      173| 2|1|                                                                            Some node
17:43:42:908|      204|        0|      203| 1|1|                                                                            Some node
