     2474|     -505.49
     2475|     -504.49
     2506|     -500.49
     2507|     -499.49
     2376|     -498.49
     2377|     -497.49
     2332|     -496.49
     2333|     -495.49
     2212|     -494.49
     2213|     -493.49
     2528|     -486.99
     2529|     -485.99
     2540|     -484.99
     2541|     -483.99
     2344|     -482.99
     2345|     -481.99
     2402|     -480.99
     2403|     -479.99
     2236|     -478.99
     2237|     -477.99
     2196|     -476.99
     2197|     -475.99
     2066|     -474.99
     2067|     -473.99
     2070|     -472.99
     2071|     -471.99
     1990|     -470.99
     1991|     -469.99
     2340|     -468.99
     2341|     -467.99
     2170|     -466.99
     2171|     -465.99
     2308|     -464.99
     2309|     -463.99
     2126|     -462.99
     2127|     -461.99
     2028|     -460.99
     2029|     -459.99
     1916|     -458.99
     1917|     -457.99
     1970|     -456.99
     1971|     -455.99
     1878|     -454.99
     1879|     -453.99
     2512|     -452.99
     2513|     -450.99
     2456|     -448.99
     2457|     -446.99
     2312|     -445.99
     2313|     -444.99
     2266|     -443.99
     2267|     -442.99
     2142|     -441.99
     2143|     -440.99
     2104|     -439.99
     2105|     -438.99
     2436|     -437.99
     2437|     -435.99
     2450|     -433.99
     2451|     -431.99
     2252|     -430.99
     2253|     -429.99
     2256|     -428.99
     2257|     -427.99
     2086|     -426.99
     2087|     -425.99
     2088|     -424.99
     2089|     -423.99
     2490|     -422.99
     2491|     -420.99
     2304|     -419.49
     2305|     -418.49
     2360|     -417.49
     2361|     -416.49
     2136|     -415.49
     2137|     -414.49
     2188|     -413.49
     2189|     -412.49
     2432|     -408.49
     2433|     -407.49
     2296|     -406.49
     2297|     -405.49
     2414|     -404.49
     2415|     -403.49
     2016|     -402.49
     2017|     -401.49
     1974|     -400.49
     1975|     -399.49
     1918|     -398.49
     1919|     -397.49
     1892|     -396.49
     1893|     -395.49
     1962|     -394.49
     1963|     -393.49
     1964|     -392.49
     1965|     -391.49
     1866|     -390.49
     1867|     -389.49
     1874|     -388.49
     1875|     -387.49
     1842|     -386.49
     1843|     -385.49
     1798|     -384.49
     1799|     -383.49
     1790|     -382.49
     1791|     -381.49
     1738|     -380.49
     1739|     -379.49
     1782|     -378.49
     1783|     -377.49
     1786|     -376.49
     1787|     -375.49
     1722|     -374.49
     1723|     -373.49
     1730|     -372.49
     1731|     -371.49
     2006|     -370.49
     2007|     -369.49
     2050|     -368.49
     2051|     -367.49
     1906|     -366.49
     1907|     -365.49
     1950|     -364.49
     1951|     -363.49
     2158|     -362.49
     2159|     -361.49
     2292|     -360.49
     2293|     -359.49
     2042|     -358.49
     2043|     -357.49
     2180|     -356.49
     2181|     -355.49
     1818|     -354.49
     1819|     -353.49
     1898|     -352.49
     1899|     -351.49
     1756|     -350.49
     1757|     -349.49
     1844|     -348.49
     1845|     -347.49
     1982|     -346.49
     1983|     -345.49
     2112|     -344.49
     2113|     -343.49
     1936|     -342.49
     1937|     -341.49
     2054|     -340.49
     2055|     -339.49
     2502|     -333.99
     2503|     -332.99
     2524|     -331.99
     2525|     -330.99
     2280|     -317.49
     2281|     -316.49
     2096|     -315.49
     2097|     -314.49
     2306|     -313.49
     2307|     -312.49
     2122|     -311.49
     2123|     -310.49
     2336|     -309.49
     2337|     -307.49
     2400|     -306.49
     2401|     -305.49
     2160|     -304.49
     2161|     -302.49
     2230|     -301.49
     2231|     -300.49
     1954|     -299.49
     1955|     -298.49
     1852|     -297.49
     1853|     -296.49
     1968|     -295.49
     1969|     -294.49
     1872|     -293.49
     1873|     -292.49
     2022|     -291.49
     2023|     -289.49
     2068|     -288.49
     2069|     -287.49
     1910|     -286.49
     1911|     -284.49
     1986|     -283.49
     1987|     -282.49
     2538|     -281.49
     2539|     -280.49
     2334|     -279.49
     2335|     -278.49
     2468|     -277.49
     2469|     -276.49
     2190|     -275.49
     2191|     -274.49
     2324|     -273.49
     2325|     -271.49
     2060|     -270.49
     2061|     -269.49
     2206|     -268.49
     2207|     -266.49
     2504|     -265.49
     2505|     -264.49
     2368|     -263.49
     2369|     -262.49
     1758|     -261.49
     1759|     -260.49
     1714|     -259.49
     1715|     -258.49
     1784|     -257.49
     1785|     -256.49
     1734|     -255.49
     1735|     -254.49
     1836|     -253.49
     1837|     -251.49
     1908|     -250.49
     1909|     -249.49
