        1|        1
        2|        2
        3|        4
        4|        6
        5|        9
        6|        8
        7|        3
        8|       14
        9|       16
       10|       18
       11|       10
       12|       22
       13|       25
       14|       24
       15|       23
       16|       30
       17|       11
       18|       34
       19|       35
       20|       12
       21|       41
       22|       43
       23|       13
       24|       47
       25|       31
       26|       36
       27|       53
       28|       52
       29|       38
       30|       58
       31|       27
       32|       29
       33|       33
       34|       42
       35|       37
       36|       71
       37|       70
       38|       39
       39|       76
       40|       48
       41|       81
       42|       45
       43|       55
       44|       86
       45|       54
       46|       90
       47|       87
       48|       91
       49|       26
       50|       98
       51|       57
       52|      103
       53|       99
       54|       56
       55|      109
       56|       20
       57|      112
       58|      114
       59|       28
       60|      119
       61|       59
       62|       72
       63|      124
       64|      125
       65|       61
       66|      130
       67|       60
       68|      134
       69|       63
       70|      138
       71|      139
       72|       74
       73|      145
       74|       32
       75|      148
       76|       65
       77|      153
       78|       49
       79|      157
       80|      102
       81|      108
       82|      118
       83|       51
       84|       78
       85|      168
       86|       67
       87|      172
       88|      144
       89|      152
       90|       88
       91|      181
       92|      180
       93|       94
       94|      186
       95|       21
       96|      190
       97|       89
       98|      195
       99|      196
      100|      197
      101|      194
      102|      203
      103|       93
      104|      207
      105|       95
      106|      210
      107|      212
      108|      206
      109|      202
      110|       97
      111|      220
      112|      104
      113|      225
      114|      213
      115|       73
      116|      230
      117|       62
      118|      234
      119|      105
      120|      239
      121|      241
      122|      231
      123|      187
      124|      235
      125|      111
      126|      251
      127|      126
      128|      255
      129|      256
      130|      257
      131|      254
      132|      263
      133|      131
      134|      211
      135|      268
      136|      135
      137|      128
      138|      274
      139|      276
      140|      262
      141|       92
      142|      283
      143|      284
      144|      221
      145|      285
      146|       75
      147|      293
      148|      282
      149|      297
      150|      240
      151|      149
      152|       64
      153|      305
      154|       96
      155|      308
      156|      310
      157|      277
      158|      296
      159|      146
      160|      319
      161|      321
      162|      311
      163|      269
      164|      224
      165|      110
      166|      331
      167|      333
      168|      275
      169|      336
      170|      238
      171|      341
      172|      320
      173|      250
      174|      309
      175|      348
      176|      132
      177|      352
      178|      332
      179|      127
      180|      359
      181|      358
      182|      129
      183|      364
      184|      133
      185|      368
      186|      370
      187|      337
      188|      137
      189|      376
      190|      141
      191|      381
      192|      382
      193|      383
      194|      380
      195|      389
      196|      349
      197|      318
      198|      395
      199|       77
      200|      143
      201|      400
      202|      402
      203|      340
      204|      388
      205|      147
      206|      411
      207|      330
      208|      415
      209|       79
      210|      418
      211|       66
      212|      422
      213|      403
      214|      183
      215|      428
      216|      429
      217|      198
      218|      435
      219|      185
      220|      439
      221|      434
      222|      200
      223|      444
      224|      204
      225|      449
      226|      445
      227|      182
      228|      454
      229|      457
      230|       83
      231|      461
      232|      456
      233|      155
      234|      467
      235|      469
      236|      455
      237|      472
      238|      184
      239|      477
      240|      479
      241|      189
      242|      482
      243|      448
      244|      169
      245|       82
      246|      491
      247|      473
      248|      365
      249|      214
      250|      498
      251|      170
      252|      502
      253|      504
      254|      199
      255|      509
      256|      508
      257|      478
      258|      201
      259|      516
      260|      438
      261|      205
      262|      523
      263|      188
      264|      526
      265|      528
      266|      173
      267|      218
      268|      535
      269|      517
      270|       44
      271|      541
      272|      499
      273|      522
      274|      476
      275|      549
      276|      209
      277|      552
      278|      555
      279|      554
      280|      553
      281|      560
      282|      215
      283|      564
      284|      371
      285|      529
      286|      217
      287|      573
      288|      575
      289|      561
      290|      136
      291|      580
      292|      582
      293|      534
      294|      401
      295|      588
      296|      219
      297|      593
      298|      483
      299|      574
      300|      228
      301|      600
      302|      548
      303|      565
      304|      160
      305|      609
      306|      223
      307|      612
      308|      614
      309|      394
      310|      258
      311|      621
      312|      620
      313|      260
      314|      626
      315|      527
      316|      630
      317|      264
      318|      635
      319|      572
      320|      639
      321|      227
      322|      643
      323|      627
      324|      592
      325|      242
      326|      651
      327|      468
      328|      615
      329|      634
      330|      229
      331|      660
      332|      278
      333|      664
      334|      226
      335|      669
      336|      671
      337|      601
      338|      414
      339|      161
      340|      679
      341|      681
      342|      208
      343|      684
      344|      638
      345|      685
      346|      631
      347|      280
      348|      695
      349|      216
      350|      699
      351|      613
      352|      702
      353|      243
      354|      707
      355|      665
      356|      163
      357|      713
      358|      650
      359|      661
      360|      222
      361|      720
      362|      247
      363|      724
      364|      694
      365|      670
      366|      253
      367|      733
      368|      735
      369|      270
      370|      738
      371|      698
      372|      314
      373|      744
      374|      259
      375|      749
      376|      703
      377|      748
