     2226|     -724.49
     2227|     -723.49
     2200|     -711.49
     2201|     -710.49
     1746|     -709.49
     1747|     -707.49
     1602|     -706.49
     1603|     -705.49
     1984|     -704.49
     1985|     -703.49
     1550|     -702.49
     1551|     -701.49
     1868|     -700.49
     1869|     -699.49
     1524|     -698.49
     1525|     -697.49
     1880|     -681.49
     1881|     -680.49
     1992|     -679.49
     1993|     -677.49
     1528|     -676.49
     1529|     -675.49
     1552|     -674.49
     1553|     -672.49
     2214|     -671.49
     2215|     -670.49
     1608|     -668.49
     1609|     -666.49
     1764|     -665.49
     1765|     -664.49
     2330|     -631.49
     2331|     -630.49
     2520|     -629.49
     2521|     -628.49
     1938|     -627.49
     1939|     -626.49
     1690|     -625.49
     1691|     -624.49
     2154|     -623.49
     2155|     -622.49
     1636|     -621.49
     1637|     -619.49
     1660|     -618.49
     1661|     -617.49
     1512|     -616.49
     1513|     -614.49
     1570|     -613.49
     1571|     -612.49
     1398|     -611.49
     1399|     -609.49
     1498|     -608.49
     1499|     -607.49
     1346|     -606.49
     1347|     -604.49
     2382|     -603.49
     2383|     -602.49
     2372|     -601.49
     2373|     -600.49
     1640|     -599.49
     1641|     -598.49
     1634|     -597.49
     1635|     -596.49
     2406|     -595.49
     2407|     -594.49
     1648|     -593.49
     1649|     -592.49
     1744|     -591.49
     1745|     -590.49
     1454|     -589.49
     1455|     -588.49
     1302|     -587.49
     1303|     -585.49
     1452|     -584.49
     1453|     -583.49
     1296|     -582.49
     1297|     -580.49
     1462|     -579.49
     1463|     -578.49
     1316|     -577.49
     1317|     -575.49
     1520|     -574.49
     1521|     -573.49
     1358|     -572.49
     1359|     -570.49
     2046|     -550.99
     2047|     -549.99
     2498|     -548.99
     2499|     -547.99
     1594|     -546.99
     1595|     -545.99
     1434|     -544.99
     1435|     -542.99
     1788|     -541.99
     1789|     -540.99
     1558|     -539.99
     1559|     -537.99
     2362|     -536.99
     2363|     -535.99
     1760|     -534.99
     1761|     -532.99
     2486|     -530.99
     2487|     -529.99
     1538|     -519.49
     1539|     -517.49
     1426|     -516.49
     1427|     -515.49
     1378|     -514.49
     1379|     -512.49
     1280|     -511.49
     1281|     -510.49
     1264|     -509.49
     1265|     -507.49
     1162|     -506.49
     1163|     -505.49
     1190|     -503.49
     1191|     -501.49
     1098|     -498.99
     1099|     -494.99
     1366|     -493.99
     1367|     -492.99
     1222|     -491.99
     1223|     -490.99
     1340|     -489.99
     1341|     -488.99
     1180|     -487.99
     1181|     -486.99
     1110|     -483.49
     1111|     -479.49
     1038|     -475.49
     1039|     -471.49
     1070|     -467.49
     1071|     -463.49
      982|     -459.49
      983|     -455.49
     1156|     -452.49
     1157|     -448.49
     1066|     -444.49
     1067|     -440.49
     1144|     -437.49
     1145|     -433.49
     1058|     -429.49
     1059|     -425.49
     1168|     -422.49
     1169|     -420.49
     1076|     -417.99
     1077|     -413.99
     1228|     -411.49
     1229|     -409.49
     1116|     -407.49
     1117|     -404.99
      988|     -400.99
      989|     -396.99
      976|     -392.99
      977|     -388.99
      942|     -384.99
      943|     -380.99
      938|     -376.99
      939|     -372.99
      996|     -368.99
      997|     -364.99
     1048|     -360.99
     1049|     -356.99
      952|     -352.99
      953|     -348.99
     1008|     -344.99
     1009|     -340.99
     1342|     -339.99
     1343|     -338.99
     1370|     -337.99
     1371|     -335.99
     1176|     -333.99
     1177|     -331.99
     1224|     -329.99
     1225|     -327.99
     1428|     -325.99
     1429|     -323.99
     1542|     -322.99
     1543|     -321.99
     1282|     -320.99
     1283|     -318.99
     1382|     -317.99
     1383|     -316.99
     1068|     -315.99
     1069|     -311.99
     1106|     -307.24
     1107|     -302.24
      978|     -297.99
      979|     -293.99
     1028|     -289.24
     1029|     -284.24
     1164|     -280.49
     1165|     -277.99
     1268|     -276.99
     1269|     -275.99
     1094|     -273.74
     1095|     -268.74
     1194|     -263.99
     1195|     -262.99
      940|     -259.99
      941|     -255.99
      984|     -251.24
      985|     -246.24
      934|     -241.99
      935|     -237.99
      968|     -233.24
      969|     -228.24
     1062|     -223.74
     1063|     -218.74
     1160|     -213.99
     1161|     -209.99
     1054|     -205.74
     1055|     -200.74
     1154|     -195.99
     1155|     -191.99
      948|     -187.99
      949|     -183.99
      990|     -179.24
      991|     -174.24
     1006|     -169.99
     1007|     -165.99
     1044|     -161.24
     1045|     -156.24
     1072|     -151.74
     1073|     -146.74
     1172|     -141.99
     1173|     -138.49
     1112|     -135.74
     1113|     -130.74
     1232|     -126.49
     1233|     -125.49
     1308|     -124.49
     1309|     -122.49
     1200|     -121.49
     1201|     -120.49
     1416|     -119.49
     1417|     -117.49
     1334|     -116.49
     1335|     -115.49
     1584|     -114.49
     1585|     -112.49
     1478|     -111.49
     1479|     -110.49
     2018|     -109.49
     2019|     -107.49
     1676|     -106.49
     1677|     -105.49
     1128|     -104.49
     1129|     -102.49
     1250|     -101.49
     1251|     -100.49
     1104|      -99.49
     1105|      -95.49
     1238|      -94.49
     1239|      -93.49
     1410|      -92.49
     1411|      -91.49
     1612|      -90.49
     1613|      -89.49
     1390|      -88.49
     1391|      -87.49
     1588|      -86.49
     1589|      -85.49
     2532|      -84.49
     2533|      -83.49
     2278|      -77.49
     2279|      -76.49
     2166|      -75.49
     2167|      -74.49
     1100|      -73.49
     1101|      -69.49
     1122|      -64.74
     1123|      -60.99
     1236|      -59.99
     1237|      -58.99
     1252|      -57.99
     1253|      -55.99
     1202|      -53.99
     1203|      -51.99
     1314|      -50.99
     1315|      -49.99
     1336|      -48.99
     1337|      -46.99
     1420|      -45.99
     1421|      -44.99
     1392|      -43.99
     1393|      -42.99
     1412|      -41.99
     1413|      -39.99
     1590|      -38.99
     1591|      -37.99
     1614|      -36.99
     1615|      -34.99
     1480|      -32.99
     1481|      -30.99
     1592|      -29.99
     1593|      -28.99
     1684|      -27.99
     1685|      -25.99
     2030|      -24.99
     2031|      -23.99
     2172|      -22.99
     2173|      -21.99
     2282|      -20.99
     2283|      -19.99
     2542|      -17.99
     2543|      -16.99
     2254|        8.51
     2255|        9.51
     1644|       14.76
     1645|       15.76
     2192|       16.76
     2193|       18.76
     1530|       19.76
     1531|       20.76
     1678|       21.76
     1679|       23.76
     2378|       25.26
     2379|       26.26
     1402|       27.26
     1403|       28.26
     1574|       29.26
     1575|       31.26
     1352|       32.26
     1353|       33.26
     1506|       34.26
     1507|       36.26
     2008|       38.26
     2009|       40.26
     1726|       42.26
     1727|       44.26
     1312|       45.26
     1313|       46.26
     1464|       47.26
     1465|       49.26
     1306|       50.26
     1307|       51.26
     1456|       52.26
     1457|       54.26
     1656|       56.26
     1657|       58.26
     2476|       59.26
     2477|       60.26
     1650|       61.26
     1651|       63.26
     2466|       64.26
     2467|       65.26
     1320|       66.26
     1321|       67.26
     1472|       68.26
     1473|       70.26
     1362|       71.26
     1363|       72.26
     1534|       73.26
     1535|       75.26
     1672|       77.26
     1673|       79.26
     2508|       80.26
     2509|       81.26
     1808|       82.26
     1809|       84.26
     1440|      102.76
     1441|      103.76
     1596|      104.76
     1597|      106.76
     1564|      107.76
     1565|      108.76
     1830|      109.76
     1831|      111.76
     2114|      113.76
     2115|      115.76
     1802|      118.26
     1803|      119.26
     2396|      120.26
     2397|      121.26
     2536|      122.26
     2537|      123.26
