        7|     -167.74
       21|     -165.49
       37|     -161.99
       54|     -154.11
       90|     -148.11
      106|     -137.68
      167|     -122.37
      218|     -110.87
      261|     -103.99
      263|      -99.67
      311|      -91.74
      325|      -86.99
      357|      -82.49
      366|      -78.49
      400|      -70.30
      447|      -64.24
      451|      -57.62
      480|      -51.36
      501|      -46.43
      524|      -43.74
      529|      -41.49
      545|      -35.13
      591|      -27.99
      605|      -25.24
      624|      -20.49
      650|      -13.05
      679|       -5.86
      699|       -0.49
      720|        3.51
      739|       13.39
      800|       25.95
      831|       26.95
      837|       34.11
      861|       40.87
      904|       50.76
      916|       56.57
      955|       64.88
      978|       69.26
      996|       71.26
