10:53:48:314|        1|        0| 1|3|      Root node
10:53:48:314|        2|        1| 1|3|      Some node
10:53:48:314|        3|        2| 1|3|      Some node
10:53:48:314|        4|        3| 1|3|      Some node
10:53:48:314|        5|        4| 1|3|      Some node
10:53:48:314|        6|        5| 1|3|      Some node
10:53:48:314|        7|        6| 1|3|      Some node
10:53:48:314|        8|        7| 1|3|      Some node
10:53:48:314|        9|        8| 1|3|      Some node
10:53:48:314|       10|        9| 1|3|      Some node
10:53:48:314|       11|        9| 2|3|      Some node
10:53:48:314|       12|       11| 1|3|      Some node
10:53:48:314|       13|       12| 1|3|      Some node
10:53:48:314|       14|       13| 1|3|      Some node
10:53:48:314|       15|       14| 1|3|      Some node
10:53:48:314|       16|       12| 2|3|      Some node
10:53:48:314|       17|       16| 1|3|      Some node
10:53:48:314|       18|       17| 1|3|      Some node
10:53:48:314|       19|       16| 2|3|      Some node
10:53:48:314|       20|       11| 2|3|      Some node
10:53:48:314|       21|        6| 2|3|      Some node
10:53:48:314|       22|       21| 1|3|      Some node
10:53:48:314|       23|       22| 1|3|      Some node
10:53:48:314|       24|       22| 2|3|      Some node
10:53:48:314|       25|       21| 2|3|      Some node
10:53:48:314|       26|       25| 1|3|      Some node
10:53:48:314|       27|       26| 1|3|      Some node
10:53:48:314|       28|       27| 1|3|      Some node
10:53:48:314|       29|       28| 1|3|      Some node
10:53:48:314|       30|       29| 1|3|      Some node
10:53:48:314|       31|       27| 2|3|      Some node
10:53:48:314|       32|       31| 1|3|      Some node
10:53:48:314|       33|       32| 1|3|      Some node
10:53:48:314|       34|       33| 1|3|      Some node
10:53:48:314|       35|       32| 2|3|      Some node
10:53:48:314|       36|       35| 1|3|      Some node
10:53:48:314|       37|        6| 3|3|      Some node
10:53:48:314|       38|       37| 1|3|      Some node
10:53:48:314|       39|       38| 1|3|      Some node
10:53:48:314|       40|       38| 2|3|      Some node
10:53:48:314|       41|       40| 1|3|      Some node
10:53:48:314|       42|       41| 1|3|      Some node
10:53:48:314|       43|       42| 1|3|      Some node
10:53:48:314|       44|       43| 1|3|      Some node
10:53:48:314|       45|       37| 2|3|      Some node
10:53:48:314|       46|       45| 1|3|      Some node
10:53:48:314|       47|       45| 2|3|      Some node
10:53:48:314|       48|       47| 1|3|      Some node
10:53:48:314|       49|       48| 1|3|      Some node
10:53:48:314|       50|       48| 2|3|      Some node
10:53:48:314|       51|       48| 3|3|      Some node
10:53:48:314|       52|       51| 1|3|      Some node
10:53:48:314|       53|        5| 2|3|      Some node
10:53:48:314|       54|       53| 1|3|      Some node
10:53:48:314|       55|       54| 1|3|      Some node
10:53:48:314|       56|       55| 1|3|      Some node
10:53:48:314|       57|       56| 1|3|      Some node
10:53:48:314|       58|       57| 1|3|      Some node
10:53:48:314|       59|       57| 2|3|      Some node
10:53:48:314|       60|       56| 2|3|      Some node
10:53:48:314|       61|       60| 1|3|      Some node
10:53:48:314|       62|       61| 1|3|      Some node
10:53:48:314|       63|       62| 1|3|      Some node
10:53:48:314|       64|       61| 2|3|      Some node
10:53:48:314|       65|       60| 2|3|      Some node
10:53:48:314|       66|       65| 1|3|      Some node
10:53:48:314|       67|       66| 1|3|      Some node
10:53:48:314|       68|       65| 2|3|      Some node
10:53:48:314|       69|       68| 1|3|      Some node
10:53:48:314|       70|       69| 1|3|      Some node
10:53:48:314|       71|       54| 2|3|      Some node
10:53:48:314|       72|       71| 1|3|      Some node
10:53:48:314|       73|       72| 1|3|      Some node
10:53:48:314|       74|       73| 1|3|      Some node
10:53:48:314|       75|       73| 2|3|      Some node
10:53:48:314|       76|       75| 1|3|      Some node
10:53:48:314|       77|       76| 1|3|      Some node
10:53:48:314|       78|       75| 2|3|      Some node
10:53:48:314|       79|       72| 2|3|      Some node
10:53:48:314|       80|       71| 2|3|      Some node
10:53:48:314|       81|       80| 1|3|      Some node
10:53:48:314|       82|       81| 1|3|      Some node
10:53:48:314|       83|       80| 2|3|      Some node
10:53:48:314|       84|       83| 1|3|      Some node
10:53:48:314|       85|       84| 1|3|      Some node
10:53:48:314|       86|       85| 1|3|      Some node
10:53:48:314|       87|       86| 1|3|      Some node
10:53:48:314|       88|       84| 2|3|      Some node
10:53:48:314|       89|       88| 1|3|      Some node
10:53:48:314|       90|       53| 2|3|      Some node
10:53:48:314|       91|       90| 1|3|      Some node
10:53:48:314|       92|       91| 1|3|      Some node
10:53:48:314|       93|       90| 2|3|      Some node
10:53:48:314|       94|       93| 1|3|      Some node
10:53:48:314|       95|       94| 1|3|      Some node
10:53:48:314|       96|       95| 1|3|      Some node
10:53:48:314|       97|       96| 1|3|      Some node
10:53:48:314|       98|       97| 1|3|      Some node
10:53:48:314|       99|       98| 1|3|      Some node
10:53:48:314|      100|       96| 2|3|      Some node
10:53:48:314|      101|      100| 1|3|      Some node
10:53:48:314|      102|       93| 2|3|      Some node
10:53:48:314|      103|      102| 1|3|      Some node
10:53:48:314|      104|      103| 1|3|      Some node
10:53:48:314|      105|      104| 1|3|      Some node
10:53:48:314|      106|       53| 3|3|      Some node
10:53:48:314|      107|      106| 1|3|      Some node
10:53:48:314|      108|      107| 1|3|      Some node
10:53:48:314|      109|      108| 1|3|      Some node
10:53:48:314|      110|      108| 2|3|      Some node
10:53:48:314|      111|      110| 1|3|      Some node
10:53:48:314|      112|      111| 1|3|      Some node
10:53:48:314|      113|      110| 2|3|      Some node
10:53:48:314|      114|      113| 1|3|      Some node
10:53:48:314|      115|      114| 1|3|      Some node
10:53:48:314|      116|      113| 2|3|      Some node
10:53:48:314|      117|      116| 1|3|      Some node
10:53:48:314|      118|      117| 1|3|      Some node
10:53:48:314|      119|      118| 1|3|      Some node
10:53:48:314|      120|      110| 3|3|      Some node
10:53:48:314|      121|      107| 2|3|      Some node
10:53:48:314|      122|      121| 1|3|      Some node
10:53:48:314|      123|      122| 1|3|      Some node
10:53:48:314|      124|      123| 1|3|      Some node
10:53:48:314|      125|      123| 2|3|      Some node
10:53:48:314|      126|      123| 3|3|      Some node
10:53:48:314|      127|      126| 1|3|      Some node
10:53:48:314|      128|      127| 1|3|      Some node
10:53:48:314|      129|      127| 2|3|      Some node
10:53:48:314|      130|      121| 2|3|      Some node
10:53:48:314|      131|      130| 1|3|      Some node
10:53:48:314|      132|      106| 2|3|      Some node
10:53:48:314|      133|      132| 1|3|      Some node
10:53:48:314|      134|      133| 1|3|      Some node
10:53:48:314|      135|      134| 1|3|      Some node
10:53:48:314|      136|      135| 1|3|      Some node
10:53:48:314|      137|      135| 2|3|      Some node
10:53:48:314|      138|      137| 1|3|      Some node
10:53:48:314|      139|      138| 1|3|      Some node
10:53:48:314|      140|      134| 2|3|      Some node
10:53:48:314|      141|      140| 1|3|      Some node
10:53:48:314|      142|      140| 2|3|      Some node
10:53:48:314|      143|      142| 1|3|      Some node
10:53:48:314|      144|      143| 1|3|      Some node
10:53:48:314|      145|      144| 1|3|      Some node
10:53:48:314|      146|      143| 2|3|      Some node
10:53:48:314|      147|      133| 2|3|      Some node
10:53:48:314|      148|      147| 1|3|      Some node
10:53:48:314|      149|      148| 1|3|      Some node
10:53:48:314|      150|      149| 1|3|      Some node
10:53:48:314|      151|      150| 1|3|      Some node
10:53:48:314|      152|      151| 1|3|      Some node
10:53:48:314|      153|      152| 1|3|      Some node
10:53:48:314|      154|      149| 2|3|      Some node
10:53:48:314|      155|      132| 2|3|      Some node
10:53:48:314|      156|      155| 1|3|      Some node
10:53:48:314|      157|      106| 3|3|      Some node
10:53:48:314|      158|      157| 1|3|      Some node
10:53:48:314|      159|      158| 1|3|      Some node
10:53:48:314|      160|      159| 1|3|      Some node
10:53:48:314|      161|      160| 1|3|      Some node
10:53:48:314|      162|      160| 2|3|      Some node
10:53:48:314|      163|      162| 1|3|      Some node
10:53:48:314|      164|      162| 2|3|      Some node
10:53:48:314|      165|      164| 1|3|      Some node
10:53:48:314|      166|        5| 3|3|      Some node
10:53:48:314|      167|      166| 1|3|      Some node
10:53:48:314|      168|      167| 1|3|      Some node
10:53:48:314|      169|      168| 1|3|      Some node
10:53:48:314|      170|      169| 1|3|      Some node
10:53:48:314|      171|      170| 1|3|      Some node
10:53:48:314|      172|      171| 1|3|      Some node
10:53:48:314|      173|      170| 2|3|      Some node
10:53:48:314|      174|      169| 2|3|      Some node
10:53:48:314|      175|      174| 1|3|      Some node
10:53:48:314|      176|      175| 1|3|      Some node
10:53:48:314|      177|      174| 2|3|      Some node
10:53:48:314|      178|      168| 2|3|      Some node
10:53:48:314|      179|      178| 1|3|      Some node
10:53:48:314|      180|      178| 2|3|      Some node
10:53:48:314|      181|      180| 1|3|      Some node
10:53:48:314|      182|      181| 1|3|      Some node
10:53:48:314|      183|      182| 1|3|      Some node
10:53:48:314|      184|      183| 1|3|      Some node
10:53:48:314|      185|      183| 2|3|      Some node
10:53:48:314|      186|      181| 2|3|      Some node
10:53:48:314|      187|      167| 2|3|      Some node
10:53:48:314|      188|      187| 1|3|      Some node
10:53:48:314|      189|      188| 1|3|      Some node
10:53:48:314|      190|      189| 1|3|      Some node
10:53:48:314|      191|      189| 2|3|      Some node
10:53:48:314|      192|      188| 2|3|      Some node
10:53:48:314|      193|      192| 1|3|      Some node
10:53:48:314|      194|      193| 1|3|      Some node
10:53:48:314|      195|      194| 1|3|      Some node
10:53:48:314|      196|      195| 1|3|      Some node
10:53:48:314|      197|      196| 1|3|      Some node
10:53:48:314|      198|      192| 2|3|      Some node
10:53:48:314|      199|      198| 1|3|      Some node
10:53:48:314|      200|      187| 2|3|      Some node
10:53:48:314|      201|      200| 1|3|      Some node
10:53:48:314|      202|      201| 1|3|      Some node
10:53:48:314|      203|      202| 1|3|      Some node
10:53:48:314|      204|      201| 2|3|      Some node
10:53:48:314|      205|      204| 1|3|      Some node
10:53:48:314|      206|      205| 1|3|      Some node
10:53:48:314|      207|      204| 2|3|      Some node
10:53:48:314|      208|      207| 1|3|      Some node
10:53:48:314|      209|      208| 1|3|      Some node
10:53:48:314|      210|      207| 2|3|      Some node
10:53:48:314|      211|      207| 3|3|      Some node
10:53:48:314|      212|      200| 2|3|      Some node
10:53:48:314|      213|      212| 1|3|      Some node
10:53:48:314|      214|      213| 1|3|      Some node
10:53:48:314|      215|      167| 3|3|      Some node
10:53:48:314|      216|      215| 1|3|      Some node
10:53:48:314|      217|      216| 1|3|      Some node
10:53:48:314|      218|      166| 2|3|      Some node
10:53:48:314|      219|      218| 1|3|      Some node
10:53:48:314|      220|      219| 1|3|      Some node
10:53:48:314|      221|      220| 1|3|      Some node
10:53:48:314|      222|      221| 1|3|      Some node
10:53:48:314|      223|      222| 1|3|      Some node
10:53:48:314|      224|      222| 2|3|      Some node
10:53:48:314|      225|      224| 1|3|      Some node
10:53:48:314|      226|      221| 2|3|      Some node
10:53:48:314|      227|      226| 1|3|      Some node
10:53:48:314|      228|      227| 1|3|      Some node
10:53:48:314|      229|      227| 2|3|      Some node
10:53:48:314|      230|      221| 3|3|      Some node
10:53:48:314|      231|      220| 2|3|      Some node
10:53:48:314|      232|      231| 1|3|      Some node
10:53:48:314|      233|      232| 1|3|      Some node
10:53:48:314|      234|      233| 1|3|      Some node
10:53:48:314|      235|      234| 1|3|      Some node
10:53:48:314|      236|      233| 2|3|      Some node
10:53:48:314|      237|      236| 1|3|      Some node
10:53:48:314|      238|      236| 2|3|      Some node
10:53:48:314|      239|      231| 2|3|      Some node
10:53:48:314|      240|      239| 1|3|      Some node
10:53:48:314|      241|      218| 2|3|      Some node
10:53:48:314|      242|      218| 3|3|      Some node
10:53:48:314|      243|      242| 1|3|      Some node
10:53:48:314|      244|      243| 1|3|      Some node
10:53:48:314|      245|      244| 1|3|      Some node
10:53:48:314|      246|      242| 2|3|      Some node
10:53:48:314|      247|      246| 1|3|      Some node
10:53:48:314|      248|      247| 1|3|      Some node
10:53:48:314|      249|      248| 1|3|      Some node
10:53:48:314|      250|      249| 1|3|      Some node
10:53:48:314|      251|      246| 2|3|      Some node
10:53:48:314|      252|      251| 1|3|      Some node
10:53:48:314|      253|      252| 1|3|      Some node
10:53:48:314|      254|      251| 2|3|      Some node
10:53:48:314|      255|      254| 1|3|      Some node
10:53:48:314|      256|      255| 1|3|      Some node
10:53:48:314|      257|      256| 1|3|      Some node
10:53:48:314|      258|      255| 2|3|      Some node
10:53:48:314|      259|        4| 2|3|      Some node
10:53:48:314|      260|      259| 1|3|      Some node
10:53:48:314|      261|      260| 1|3|      Some node
10:53:48:314|      262|      261| 1|3|      Some node
10:53:48:314|      263|      260| 2|3|      Some node
10:53:48:314|      264|      263| 1|3|      Some node
10:53:48:314|      265|      264| 1|3|      Some node
10:53:48:314|      266|      265| 1|3|      Some node
10:53:48:314|      267|      266| 1|3|      Some node
10:53:48:314|      268|      267| 1|3|      Some node
10:53:48:314|      269|      267| 2|3|      Some node
10:53:48:314|      270|      269| 1|3|      Some node
10:53:48:314|      271|      270| 1|3|      Some node
10:53:48:314|      272|      265| 2|3|      Some node
10:53:48:314|      273|      272| 1|3|      Some node
10:53:48:314|      274|      273| 1|3|      Some node
10:53:48:314|      275|      274| 1|3|      Some node
10:53:48:314|      276|      264| 2|3|      Some node
10:53:48:314|      277|      276| 1|3|      Some node
10:53:48:314|      278|      277| 1|3|      Some node
10:53:48:314|      279|      277| 2|3|      Some node
10:53:48:314|      280|      279| 1|3|      Some node
10:53:48:314|      281|      280| 1|3|      Some node
10:53:48:314|      282|      276| 2|3|      Some node
10:53:48:314|      283|      282| 1|3|      Some node
10:53:48:314|      284|      263| 2|3|      Some node
10:53:48:314|      285|      284| 1|3|      Some node
10:53:48:314|      286|      285| 1|3|      Some node
10:53:48:315|      287|      286| 1|3|      Some node
10:53:48:315|      288|      286| 2|3|      Some node
10:53:48:315|      289|      288| 1|3|      Some node
10:53:48:315|      290|      289| 1|3|      Some node
10:53:48:315|      291|      288| 2|3|      Some node
10:53:48:315|      292|      288| 3|3|      Some node
10:53:48:315|      293|      286| 3|3|      Some node
10:53:48:315|      294|      293| 1|3|      Some node
10:53:48:315|      295|      284| 2|3|      Some node
10:53:48:315|      296|      295| 1|3|      Some node
10:53:48:315|      297|      296| 1|3|      Some node
10:53:48:315|      298|      297| 1|3|      Some node
10:53:48:315|      299|      297| 2|3|      Some node
10:53:48:315|      300|      299| 1|3|      Some node
10:53:48:315|      301|      300| 1|3|      Some node
10:53:48:315|      302|      301| 1|3|      Some node
10:53:48:315|      303|      295| 2|3|      Some node
10:53:48:315|      304|      303| 1|3|      Some node
10:53:48:315|      305|      303| 2|3|      Some node
10:53:48:315|      306|      305| 1|3|      Some node
10:53:48:315|      307|      306| 1|3|      Some node
10:53:48:315|      308|      307| 1|3|      Some node
10:53:48:315|      309|      308| 1|3|      Some node
10:53:48:315|      310|      259| 2|3|      Some node
10:53:48:315|      311|      310| 1|3|      Some node
10:53:48:315|      312|      311| 1|3|      Some node
10:53:48:315|      313|      311| 2|3|      Some node
10:53:48:315|      314|      313| 1|3|      Some node
10:53:48:315|      315|      314| 1|3|      Some node
10:53:48:315|      316|      315| 1|3|      Some node
10:53:48:315|      317|      316| 1|3|      Some node
10:53:48:315|      318|      317| 1|3|      Some node
10:53:48:315|      319|      318| 1|3|      Some node
10:53:48:315|      320|      319| 1|3|      Some node
10:53:48:315|      321|      319| 2|3|      Some node
10:53:48:315|      322|      321| 1|3|      Some node
10:53:48:315|      323|      314| 2|3|      Some node
10:53:48:315|      324|      323| 1|3|      Some node
10:53:48:315|      325|      310| 2|3|      Some node
10:53:48:315|      326|      325| 1|3|      Some node
10:53:48:315|      327|      326| 1|3|      Some node
10:53:48:315|      328|      327| 1|3|      Some node
10:53:48:315|      329|      328| 1|3|      Some node
10:53:48:315|      330|      329| 1|3|      Some node
10:53:48:315|      331|      329| 2|3|      Some node
10:53:48:315|      332|      331| 1|3|      Some node
10:53:48:315|      333|      332| 1|3|      Some node
10:53:48:315|      334|      331| 2|3|      Some node
10:53:48:315|      335|      334| 1|3|      Some node
10:53:48:315|      336|      334| 2|3|      Some node
10:53:48:315|      337|      326| 2|3|      Some node
10:53:48:315|      338|      337| 1|3|      Some node
10:53:48:315|      339|      338| 1|3|      Some node
10:53:48:315|      340|      339| 1|3|      Some node
10:53:48:315|      341|      326| 3|3|      Some node
10:53:48:315|      342|      341| 1|3|      Some node
10:53:48:315|      343|      342| 1|3|      Some node
10:53:48:315|      344|      343| 1|3|      Some node
10:53:48:315|      345|      344| 1|3|      Some node
10:53:48:315|      346|      345| 1|3|      Some node
10:53:48:315|      347|      345| 2|3|      Some node
10:53:48:315|      348|      347| 1|3|      Some node
10:53:48:315|      349|      348| 1|3|      Some node
10:53:48:315|      350|      342| 2|3|      Some node
10:53:48:315|      351|      341| 2|3|      Some node
10:53:48:315|      352|      351| 1|3|      Some node
10:53:48:315|      353|      352| 1|3|      Some node
10:53:48:315|      354|      353| 1|3|      Some node
10:53:48:315|      355|      354| 1|3|      Some node
10:53:48:315|      356|      325| 2|3|      Some node
10:53:48:315|      357|      310| 3|3|      Some node
10:53:48:315|      358|      357| 1|3|      Some node
10:53:48:315|      359|      358| 1|3|      Some node
10:53:48:315|      360|      359| 1|3|      Some node
10:53:48:315|      361|      359| 2|3|      Some node
10:53:48:315|      362|      358| 2|3|      Some node
10:53:48:315|      363|        3| 2|3|      Some node
10:53:48:315|      364|      363| 1|3|      Some node
10:53:48:315|      365|      364| 1|3|      Some node
10:53:48:315|      366|      365| 1|3|      Some node
10:53:48:315|      367|      366| 1|3|      Some node
10:53:48:315|      368|      367| 1|3|      Some node
10:53:48:315|      369|      368| 1|3|      Some node
10:53:48:315|      370|      367| 2|3|      Some node
10:53:48:315|      371|      370| 1|3|      Some node
10:53:48:315|      372|      371| 1|3|      Some node
10:53:48:315|      373|      371| 2|3|      Some node
10:53:48:315|      374|      373| 1|3|      Some node
10:53:48:315|      375|      374| 1|3|      Some node
10:53:48:315|      376|      375| 1|3|      Some node
10:53:48:315|      377|      370| 2|3|      Some node
10:53:48:315|      378|      377| 1|3|      Some node
10:53:48:315|      379|      378| 1|3|      Some node
10:53:48:315|      380|      366| 2|3|      Some node
10:53:48:315|      381|      380| 1|3|      Some node
10:53:48:315|      382|      380| 2|3|      Some node
10:53:48:315|      383|      380| 3|3|      Some node
10:53:48:315|      384|      383| 1|3|      Some node
10:53:48:315|      385|      384| 1|3|      Some node
10:53:48:315|      386|      385| 1|3|      Some node
10:53:48:315|      387|      386| 1|3|      Some node
10:53:48:315|      388|      386| 2|3|      Some node
10:53:48:315|      389|      388| 1|3|      Some node
10:53:48:315|      390|      388| 2|3|      Some node
10:53:48:315|      391|      390| 1|3|      Some node
10:53:48:315|      392|      391| 1|3|      Some node
10:53:48:315|      393|      385| 2|3|      Some node
10:53:48:315|      394|      393| 1|3|      Some node
10:53:48:315|      395|      383| 2|3|      Some node
10:53:48:315|      396|      395| 1|3|      Some node
10:53:48:315|      397|      396| 1|3|      Some node
10:53:48:315|      398|      397| 1|3|      Some node
10:53:48:315|      399|      364| 2|3|      Some node
10:53:48:315|      400|      399| 1|3|      Some node
10:53:48:315|      401|      400| 1|3|      Some node
10:53:48:315|      402|      401| 1|3|      Some node
10:53:48:315|      403|      401| 2|3|      Some node
10:53:48:315|      404|      403| 1|3|      Some node
10:53:48:315|      405|      404| 1|3|      Some node
10:53:48:315|      406|      405| 1|3|      Some node
10:53:48:315|      407|      406| 1|3|      Some node
10:53:48:315|      408|      403| 2|3|      Some node
10:53:48:315|      409|      408| 1|3|      Some node
10:53:48:315|      410|      408| 2|3|      Some node
10:53:48:315|      411|      410| 1|3|      Some node
10:53:48:315|      412|      411| 1|3|      Some node
10:53:48:315|      413|      412| 1|3|      Some node
10:53:48:315|      414|      412| 2|3|      Some node
10:53:48:315|      415|      410| 2|3|      Some node
10:53:48:315|      416|      415| 1|3|      Some node
10:53:48:315|      417|      416| 1|3|      Some node
10:53:48:315|      418|      415| 2|3|      Some node
10:53:48:315|      419|      400| 2|3|      Some node
10:53:48:315|      420|      419| 1|3|      Some node
10:53:48:315|      421|      420| 1|3|      Some node
10:53:48:315|      422|      421| 1|3|      Some node
10:53:48:315|      423|      422| 1|3|      Some node
10:53:48:315|      424|      421| 2|3|      Some node
10:53:48:315|      425|      424| 1|3|      Some node
10:53:48:315|      426|      425| 1|3|      Some node
10:53:48:315|      427|      426| 1|3|      Some node
10:53:48:315|      428|      426| 2|3|      Some node
10:53:48:315|      429|      421| 3|3|      Some node
10:53:48:315|      430|      420| 2|3|      Some node
10:53:48:315|      431|      419| 2|3|      Some node
10:53:48:315|      432|      419| 3|3|      Some node
10:53:48:315|      433|      432| 1|3|      Some node
10:53:48:315|      434|      433| 1|3|      Some node
10:53:48:315|      435|      434| 1|3|      Some node
10:53:48:315|      436|      435| 1|3|      Some node
10:53:48:315|      437|      433| 2|3|      Some node
10:53:48:315|      438|      432| 2|3|      Some node
10:53:48:315|      439|      438| 1|3|      Some node
