      119|     -143.49
      145|     -136.99
      152|     -134.99
      197|     -123.49
      302|      -94.74
      309|      -93.24
      320|      -92.24
      321|      -91.24
      348|      -85.99
      391|      -76.49
      446|      -63.49
      510|      -49.24
      544|      -40.74
      557|      -39.24
      558|      -38.24
      572|      -34.74
      573|      -33.74
      642|      -19.74
      714|        0.26
      730|        1.26
      731|        2.26
      733|        3.26
      751|        7.51
      784|       17.01
      785|       18.01
      882|       41.26
      912|       49.76
      913|       50.76
      932|       55.76
      934|       56.76
      948|       58.76
      950|       59.76
      951|       60.76
      954|       61.76
