       12|     -167.74
       20|     -166.74
       28|     -165.49
       31|     -163.99
       42|     -162.49
       49|     -161.49
       50|     -160.49
       51|     -159.49
       58|     -158.49
       59|     -157.49
       61|     -156.49
       65|     -154.49
       74|     -153.49
       75|     -152.49
       82|     -150.99
       84|     -149.99
       96|     -147.99
      104|     -146.49
      111|     -145.49
      113|     -143.99
      120|     -142.99
      123|     -141.49
      131|     -140.49
      135|     -138.99
      140|     -136.99
      148|     -134.49
      160|     -132.49
      171|     -130.99
      173|     -129.99
      175|     -128.99
      177|     -127.99
      181|     -126.49
      190|     -125.49
      191|     -124.49
      193|     -123.49
      198|     -122.49
      202|     -121.49
      204|     -119.49
      213|     -117.49
      222|     -115.99
      226|     -113.99
      230|     -112.99
      232|     -111.74
      239|     -110.74
      245|     -109.74
      248|     -108.74
      252|     -107.74
      254|     -106.74
      267|     -105.24
      273|     -103.74
      278|     -102.74
      279|     -101.74
      283|     -100.74
      287|      -99.74
      288|      -98.74
      293|      -96.74
      297|      -95.24
      304|      -94.24
      305|      -93.24
      316|      -91.74
      324|      -90.74
      329|      -89.74
      339|      -87.86
      343|      -86.49
      350|      -85.49
      352|      -84.49
      372|      -80.49
      373|      -79.49
      378|      -78.49
      385|      -76.74
      396|      -74.99
      405|      -73.99
      409|      -72.99
      410|      -71.99
      422|      -69.99
      424|      -68.99
      429|      -67.99
      434|      -66.99
      437|      -65.99
      439|      -64.99
      441|      -63.99
      456|      -61.49
      461|      -59.24
      469|      -56.99
      476|      -55.99
      478|      -54.99
      486|      -53.49
      491|      -51.49
      495|      -50.49
      505|      -49.49
      506|      -48.49
      517|      -46.24
      533|      -42.74
      534|      -41.74
      540|      -40.74
      549|      -39.74
      553|      -38.74
      561|      -37.74
      562|      -36.74
      564|      -35.74
      565|      -34.74
      568|      -32.99
      578|      -31.24
      581|      -30.24
      595|      -29.24
      600|      -28.24
      609|      -26.24
      612|      -25.24
      618|      -23.74
      621|      -22.74
      628|      -21.74
      635|      -20.74
      638|      -19.74
      645|      -18.24
      655|      -14.99
      664|      -13.24
      670|      -11.74
      676|      -10.24
      683|       -7.99
      691|       -6.24
      692|       -5.24
      704|       -2.74
      709|       -0.24
      724|        2.01
      734|        4.01
      744|        6.01
      747|        7.51
      755|        9.51
      762|       12.01
      767|       14.51
      770|       15.51
      774|       16.51
      780|       18.01
      789|       19.51
      793|       20.51
      804|       22.51
      807|       23.51
      811|       24.51
      813|       26.01
      820|       27.51
      824|       29.01
      828|       30.51
      842|       32.51
      846|       33.51
      848|       34.51
      851|       35.51
      854|       37.01
      865|       38.26
      867|       39.26
      874|       40.76
      878|       41.76
      885|       44.01
      895|       47.76
      901|       49.26
      908|       50.26
      914|       51.26
      920|       52.26
      925|       55.01
      935|       56.01
      938|       58.26
      943|       59.76
      961|       61.26
      965|       62.26
      966|       63.26
      969|       64.26
      982|       67.26
      984|       68.26
      990|       69.26
      993|       70.26
     1000|       71.26
